(source, target),num_edges,timestamp
(818, 5031),3936,1447756598.345045
(5043, 7157),3935,1447756598.656481
(7157, 4216),3934,1447756598.968403
(5061, 1542),3933,1447756599.277689
(1542, 1285),3932,1447756599.578202
(5078, 7105),3931,1447756599.886759
(5078, 1585),3930,1447756600.253846
(5085, 2494),3929,1447756600.569646
(354, 5085),3928,1447756600.865255
(5114, 5881),3927,1447756601.162610
(2653, 5881),3926,1447756601.463402
(5115, 1614),3925,1447756601.761244
(1614, 948),3924,1447756602.065031
(5138, 851),3923,1447756602.372851
(851, 512),3922,1447756602.667242
(5139, 4614),3921,1447756602.965899
(4614, 1281),3920,1447756603.253947
(5146, 2453),3919,1447756603.572953
(2453, 1025),3918,1447756603.861639
(5148, 5544),3917,1447756604.178992
(5148, 5147),3916,1447756604.498520
(5150, 6270),3915,1447756604.798797
(5150, 4403),3914,1447756605.104083
(5170, 6738),3913,1447756605.407030
(6738, 4785),3912,1447756605.699290
(5178, 4891),3911,1447756606.027519
(4891, 4763),3910,1447756606.328300
(5181, 4003),3909,1447756606.614045
(4003, 2942),3908,1447756606.920556
(5186, 5185),3907,1447756607.216763
(4182, 5186),3906,1447756607.543104
(5193, 937),3905,1447756607.825479
(5193, 4650),3904,1447756608.115651
(5196, 4937),3903,1447756608.409571
(4937, 2960),3902,1447756608.713294
(5201, 5252),3901,1447756609.069795
(5201, 241),3900,1447756609.391515
(5202, 6148),3899,1447756609.697277
(4131, 6148),3898,1447756609.992950
(5203, 5198),3897,1447756610.291448
(5198, 4525),3896,1447756610.596498
(5209, 4205),3895,1447756610.903420
(4205, 3698),3894,1447756611.215793
(5214, 6672),3893,1447756611.546038
(5214, 3705),3892,1447756611.839911
(5215, 5712),3891,1447756612.156260
(5215, 4210),3890,1447756612.448013
(5217, 5037),3889,1447756612.764993
(5037, 4208),3888,1447756613.087503
(5221, 5039),3887,1447756613.394162
(5039, 3704),3886,1447756613.693691
(5229, 4149),3885,1447756614.009184
(5229, 3072),3884,1447756614.287938
(5230, 6756),3883,1447756614.585183
(5230, 1913),3882,1447756614.897402
(5239, 1412),3881,1447756615.196218
(1412, 918),3880,1447756615.514304
(5245, 4646),3879,1447756615.813775
(4646, 473),3878,1447756616.121123
(5248, 4936),3877,1447756616.455815
(4936, 1550),3876,1447756616.756450
(5265, 4791),3875,1447756617.057227
(4791, 3750),3874,1447756617.344235
(5275, 6671),3873,1447756617.654839
(5275, 3699),3872,1447756617.998604
(5275, 3697),3871,1447756618.301051
(5277, 4031),3870,1447756618.605281
(4031, 3700),3869,1447756618.898367
(5280, 6974),3868,1447756619.214064
(669, 6974),3867,1447756619.516303
(6974, 1276),3866,1447756619.799126
(5280, 1276),3865,1447756620.099938
(1276, 669),3864,1447756620.404839
(5290, 1977),3863,1447756620.697150
(1977, 277),3862,1447756621.009104
(5292, 6726),3861,1447756621.299828
(2349, 5292),3860,1447756621.609168
(5292, 430),3859,1447756621.896460
(5299, 5984),3858,1447756622.186091
(5299, 1321),3857,1447756622.479438
(5301, 1252),3856,1447756622.793898
(1252, 631),3855,1447756623.098912
(5309, 7227),3854,1447756623.399743
(5309, 2983),3853,1447756623.703125
(5309, 1460),3852,1447756623.987060
(5314, 4626),3851,1447756624.276173
(1121, 4626),3850,1447756624.579326
(5315, 3502),3849,1447756624.881396
(3502, 1743),3848,1447756625.182863
(5343, 4223),3847,1447756625.501789
(456, 5343),3846,1447756625.797711
(5356, 7281),3845,1447756626.104871
(5356, 5238),3844,1447756626.437554
(5357, 5358),3843,1447756626.837964
(5357, 4015),3842,1447756627.185138
(5357, 4012),3841,1447756627.511432
(5358, 4015),3840,1447756627.851984
(4015, 4012),3839,1447756628.198010
(5364, 2006),3838,1447756628.546702
(938, 5364),3837,1447756628.846545
(5366, 5033),3836,1447756629.150896
(5033, 1530),3835,1447756629.470426
(5369, 2406),3834,1447756629.777782
(2406, 1028),3833,1447756630.069505
(5372, 3919),3832,1447756630.376484
(3919, 1216),3831,1447756630.681852
(5383, 5212),3830,1447756630.979751
(5212, 4197),3829,1447756631.266317
(5402, 4676),3828,1447756631.590397
(4219, 5402),3827,1447756631.901797
(5404, 4677),3826,1447756632.202608
(4677, 4512),3825,1447756632.489971
(5406, 5015),3824,1447756632.792109
(97, 5406),3823,1447756633.106380
(5418, 5121),3822,1447756633.423549
(5121, 3883),3821,1447756633.727720
(5419, 6423),3820,1447756634.028834
(5419, 3979),3819,1447756634.345574
(5420, 3425),3818,1447756634.652312
(3425, 836),3817,1447756634.949825
(5424, 2034),3816,1447756635.248847
(2034, 939),3815,1447756635.548509
(5429, 4071),3814,1447756635.921712
(117, 5429),3813,1447756636.218203
(5431, 2645),3812,1447756636.497844
(2517, 5431),3811,1447756636.789278
(5445, 3395),3810,1447756637.115247
(3395, 1825),3809,1447756637.422529
(5461, 5096),3808,1447756637.720394
(5096, 325),3807,1447756638.019751
(5464, 654),3806,1447756638.308264
(654, 327),3805,1447756638.614456
(5467, 5103),3804,1447756638.935941
(5467, 524),3803,1447756639.237981
(5471, 6231),3802,1447756639.542065
(4587, 5471),3801,1447756639.870072
(5471, 3411),3800,1447756640.182212
(5476, 3778),3799,1447756640.484021
(3778, 778),3798,1447756640.778962
(5482, 3943),3797,1447756641.068396
(3943, 3053),3796,1447756641.384313
(5483, 3057),3795,1447756641.660227
(3057, 1760),3794,1447756641.972887
(5484, 1128),3793,1447756642.265191
(1128, 640),3792,1447756642.588516
(5489, 2030),3791,1447756642.907290
(505, 5489),3790,1447756643.202137
(5490, 2815),3789,1447756643.527893
(2815, 550),3788,1447756643.837111
(5503, 2959),3787,1447756644.135860
(2039, 2959),3786,1447756644.442608
(2959, 2038),3785,1447756644.794805
(5503, 2039),3784,1447756645.107687
(2039, 2038),3783,1447756645.403256
(5506, 6888),3782,1447756645.697164
(5506, 975),3781,1447756645.985566
(5507, 1501),3780,1447756646.293015
(1501, 452),3779,1447756646.579755
(5509, 4985),3778,1447756646.901272
(3370, 5509),3777,1447756647.216053
(5524, 3457),3776,1447756647.503908
(1109, 5524),3775,1447756647.787606
(5527, 4812),3774,1447756648.074388
(2086, 4812),3773,1447756648.360271
(4812, 783),3772,1447756648.671943
(5527, 2086),3771,1447756648.979354
(2086, 783),3770,1447756649.274477
(5542, 4820),3769,1447756649.568675
(1250, 5542),3768,1447756649.884835
(5548, 2712),3767,1447756650.196992
(2712, 2047),3766,1447756650.492233
(5551, 1620),3765,1447756650.802887
(1620, 187),3764,1447756651.105971
(5558, 2059),3763,1447756651.417970
(2058, 5558),3762,1447756651.712411
(5570, 6925),3761,1447756652.031953
(5570, 4474),3760,1447756652.327014
(5571, 6343),3759,1447756652.628094
(5571, 2542),3758,1447756652.933986
(5575, 4041),3757,1447756653.236508
(681, 5575),3756,1447756653.592234
(5576, 3322),3755,1447756653.887648
(3322, 2887),3754,1447756654.190376
(5583, 5080),3753,1447756654.495995
(1160, 5583),3752,1447756654.796080
(5583, 738),3751,1447756655.117050
(5080, 1160),3750,1447756655.402910
(1160, 738),3749,1447756655.710131
(5591, 1651),3748,1447756656.006925
(1651, 1206),3747,1447756656.303279
(5632, 2237),3746,1447756656.618919
(2237, 396),3745,1447756656.949242
(5635, 4424),3744,1447756657.246356
(4424, 2872),3743,1447756657.571449
(5636, 4881),3742,1447756657.849064
(4881, 2027),3741,1447756658.136575
(5638, 4775),3740,1447756658.442441
(871, 5638),3739,1447756658.745576
(5641, 4826),3738,1447756659.046948
(4826, 2809),3737,1447756659.349602
(5645, 5700),3736,1447756659.642737
(5645, 4603),3735,1447756659.949388
(5649, 3890),3734,1447756660.269520
(557, 5649),3733,1447756660.580742
(5656, 4612),3732,1447756660.884444
(417, 5656),3731,1447756661.195729
(5669, 5666),3730,1447756661.513078
(5669, 5382),3729,1447756661.814841
(5682, 5665),3728,1447756662.129470
(653, 5682),3727,1447756662.486537
(5686, 4669),3726,1447756662.789848
(4669, 1134),3725,1447756663.090424
(5690, 5119),3724,1447756663.390110
(5119, 4598),3723,1447756663.677425
(5702, 6337),3722,1447756663.957060
(839, 6337),3721,1447756664.251310
(5706, 1269),3720,1447756664.557181
(1269, 846),3719,1447756664.868030
(5711, 5485),3718,1447756665.178430
(5485, 5132),3717,1447756665.479206
(5714, 4134),3716,1447756665.759860
(3703, 4134),3715,1447756666.047293
(4134, 63),3714,1447756666.351718
(5714, 3703),3713,1447756666.665694
(3703, 63),3712,1447756666.958703
(5715, 5389),3711,1447756667.263738
(5389, 5219),3710,1447756667.590698
(5718, 5041),3709,1447756667.872090
(5041, 4136),3708,1447756668.157698
(5719, 5043),3707,1447756668.448664
(5043, 4216),3706,1447756668.778380
(5725, 7241),3705,1447756669.074560
(5725, 1301),3704,1447756669.377801
(5738, 6954),3703,1447756669.697980
(5738, 2615),3702,1447756670.011484
(5739, 5305),3701,1447756670.298211
(2091, 5739),3700,1447756670.598979
(5748, 4993),3699,1447756670.911912
(4993, 406),3698,1447756671.264320
(5757, 3806),3697,1447756671.565192
(3806, 1297),3696,1447756671.871577
(5767, 3744),3695,1447756672.177740
(5767, 126),3694,1447756672.487962
(5768, 4302),3693,1447756672.765078
(3268, 5768),3692,1447756673.065766
(5771, 4777),3691,1447756673.368129
(4777, 2572),3690,1447756673.659648
(5772, 3264),3689,1447756673.969707
(3264, 3031),3688,1447756674.265147
(5774, 5773),3687,1447756674.569259
(4780, 5774),3686,1447756674.869936
(5775, 4908),3685,1447756675.177730
(3236, 5775),3684,1447756675.487640
(5776, 4779),3683,1447756675.786016
(3230, 5776),3682,1447756676.082769
(5786, 6146),3681,1447756676.383947
(5786, 936),3680,1447756676.689271
(5789, 5683),3679,1447756676.978505
(4590, 5789),3678,1447756677.281242
(5801, 5859),3677,1447756677.583355
(987, 5859),3676,1447756677.887475
(5813, 4149),3675,1447756678.194027
(4149, 3072),3674,1447756678.509243
(5821, 3957),3673,1447756678.831584
(3957, 56),3672,1447756679.121241
(5823, 4043),3671,1447756679.419351
(4043, 3295),3670,1447756679.719557
(5836, 6769),3669,1447756680.096685
(5836, 1257),3668,1447756680.394514
(5836, 2691),3667,1447756680.692442
(5840, 4602),3666,1447756680.986817
(837, 5840),3665,1447756681.303806
(5845, 6590),3664,1447756681.621704
(5845, 5646),3663,1447756681.915504
(5848, 4561),3662,1447756682.223051
(4065, 5848),3661,1447756682.525871
(5849, 4928),3660,1447756682.825593
(845, 4928),3659,1447756683.115368
(4928, 35),3658,1447756683.415050
(5849, 845),3657,1447756683.706162
(845, 35),3656,1447756684.013592
(5851, 1327),3655,1447756684.304845
(1327, 673),3654,1447756684.616504
(5855, 1487),3653,1447756684.911305
(1487, 491),3652,1447756685.229183
(5865, 6372),3651,1447756685.517340
(5865, 474),3650,1447756685.822411
(5872, 5108),3649,1447756686.134520
(5108, 764),3648,1447756686.421134
(5878, 5110),3647,1447756686.720035
(3523, 5878),3646,1447756687.015678
(5893, 4247),3645,1447756687.332549
(4247, 3887),3644,1447756687.640408
(5894, 4288),3643,1447756687.935083
(3207, 5894),3642,1447756688.233810
(5898, 4697),3641,1447756688.550963
(1445, 5898),3640,1447756688.887608
(5900, 4988),3639,1447756689.200558
(4988, 46),3638,1447756689.507352
(5901, 5895),3637,1447756689.797303
(5895, 3650),3636,1447756690.103247
(5914, 1481),3635,1447756690.391059
(1481, 1479),3634,1447756690.696163
(5921, 7263),3633,1447756690.998360
(5921, 1767),3632,1447756691.311442
(5925, 2250),3631,1447756691.607466
(2250, 627),3630,1447756691.904140
(5930, 5929),3629,1447756692.207625
(5929, 247),3628,1447756692.521188
(5937, 6087),3627,1447756692.817305
(262, 6087),3626,1447756693.126287
(5941, 6812),3625,1447756693.432370
(5941, 3557),3624,1447756693.724804
(5945, 5751),3623,1447756694.023099
(4749, 5945),3622,1447756694.333677
(5946, 2982),3621,1447756694.627469
(2982, 2981),3620,1447756694.953574
(5947, 2402),3619,1447756695.243758
(1045, 5947),3618,1447756695.563958
(5948, 5637),3617,1447756695.882674
(2093, 5637),3616,1447756696.202603
(5637, 5259),3615,1447756696.520357
(5259, 5948),3614,1447756696.842741
(2093, 5948),3613,1447756697.140038
(5949, 4823),3612,1447756697.434759
(4823, 4313),3611,1447756697.794094
(5956, 5955),3610,1447756698.087919
(5955, 962),3609,1447756698.373642
(5960, 1466),3608,1447756698.690271
(1466, 477),3607,1447756698.979193
(5963, 2465),3606,1447756699.267897
(2465, 934),3605,1447756699.559102
(5971, 6518),3604,1447756699.874954
(5971, 152),3603,1447756700.171694
(5991, 3924),3602,1447756700.473983
(3924, 1336),3601,1447756700.750330
(5995, 6515),3600,1447756701.063384
(1210, 6515),3599,1447756701.360842
(6001, 6000),3598,1447756701.673242
(6000, 1732),3597,1447756701.982756
(6003, 5590),3596,1447756702.273606
(5590, 1182),3595,1447756702.589313
(6005, 2152),3594,1447756702.895143
(2152, 782),3593,1447756703.185585
(6006, 5654),3592,1447756703.484262
(5654, 784),3591,1447756703.798064
(6010, 3729),3590,1447756704.101180
(3729, 2026),3589,1447756704.397047
(6011, 5293),3588,1447756704.695665
(5293, 4816),3587,1447756705.001677
(6013, 6585),3586,1447756705.294331
(2668, 6013),3585,1447756705.608143
(6016, 6536),3584,1447756705.916977
(6536, 5818),3583,1447756706.208067
(6016, 6589),3582,1447756706.563484
(6016, 5818),3581,1447756706.852702
(6017, 5540),3580,1447756707.155216
(5540, 5295),3579,1447756707.460982
(5540, 838),3578,1447756707.743250
(6017, 5295),3577,1447756708.053538
(5295, 838),3576,1447756708.345145
(6023, 5304),3575,1447756708.657856
(6023, 1254),3574,1447756708.959929
(6025, 5493),3573,1447756709.267702
(5493, 927),3572,1447756709.548494
(6027, 3134),3571,1447756709.844789
(3134, 1684),3570,1447756710.161588
(6049, 5116),3569,1447756710.445814
(5116, 1615),3568,1447756710.738289
(6066, 6065),3567,1447756711.039138
(6065, 4038),3566,1447756711.373294
(6074, 3839),3565,1447756711.689649
(3839, 386),3564,1447756711.982015
(6075, 5588),3563,1447756712.263513
(5588, 2029),3562,1447756712.568478
(6088, 5713),3561,1447756712.860601
(5713, 1759),3560,1447756713.171047
(6107, 3328),3559,1447756713.461712
(3328, 2106),3558,1447756713.769806
(6122, 3779),3557,1447756714.063614
(3779, 2263),3556,1447756714.357731
(6125, 5074),3555,1447756714.655628
(5074, 1522),3554,1447756714.957509
(6132, 6077),3553,1447756715.311830
(828, 6132),3552,1447756715.609540
(6141, 1546),3551,1447756715.905867
(1546, 313),3550,1447756716.206794
(6155, 4974),3549,1447756716.521941
(4974, 4524),3548,1447756716.812627
(6163, 3047),3547,1447756717.095381
(3047, 694),3546,1447756717.406541
(6166, 6094),3545,1447756717.706402
(695, 6166),3544,1447756718.005788
(6170, 4866),3543,1447756718.305641
(4866, 3066),3542,1447756718.596339
(6181, 5579),3541,1447756718.896548
(5579, 542),3540,1447756719.198288
(6183, 2575),3539,1447756719.509306
(2575, 1698),3538,1447756719.793416
(6193, 6194),3537,1447756720.085273
(6193, 158),3536,1447756720.395432
(6198, 7014),3535,1447756720.684969
(6198, 162),3534,1447756721.005327
(6203, 4917),3533,1447756721.326298
(4917, 3760),3532,1447756721.622238
(6204, 4738),3531,1447756721.927738
(4738, 3689),3530,1447756722.232298
(6205, 5992),3529,1447756722.532732
(4566, 6205),3528,1447756722.844704
(6210, 5267),3527,1447756723.143973
(5267, 3687),3526,1447756723.450494
(6211, 5666),3525,1447756723.723932
(5666, 5382),3524,1447756724.086995
(6221, 5103),3523,1447756724.384137
(5103, 524),3522,1447756724.685878
(6229, 3771),3521,1447756724.989031
(3771, 2725),3520,1447756725.300788
(6231, 4587),3519,1447756725.605752
(4587, 3411),3518,1447756725.912179
(6240, 5618),3517,1447756726.222879
(5618, 2389),3516,1447756726.522579
(6244, 6243),3515,1447756726.827848
(6243, 3421),3514,1447756727.139103
(6251, 6250),3513,1447756727.463937
(6250, 1921),3512,1447756727.776612
(6253, 1923),3511,1447756728.066678
(1923, 921),3510,1447756728.368751
(6260, 5728),3509,1447756728.669684
(5728, 5727),3508,1447756728.972480
(6262, 5782),3507,1447756729.269042
(5782, 5515),3506,1447756729.579508
(6263, 4158),3505,1447756729.888376
(4158, 242),3504,1447756730.205668
(6264, 4529),3503,1447756730.516237
(1051, 6264),3502,1447756730.804086
(6267, 6266),3501,1447756731.113581
(6266, 244),3500,1447756731.405584
(6296, 3173),3499,1447756731.695185
(3173, 2647),3498,1447756731.997992
(6297, 1952),3497,1447756732.287252
(6297, 891),3496,1447756732.594262
(6304, 6303),3495,1447756732.895977
(6303, 4690),3494,1447756733.242310
(6305, 5060),3493,1447756733.571333
(5060, 4613),3492,1447756733.871031
(6306, 6116),3491,1447756734.173076
(6306, 5062),3490,1447756734.463846
(6310, 6119),3489,1447756734.755720
(6119, 6117),3488,1447756735.052324
(6315, 7137),3487,1447756735.353226
(2616, 7137),3486,1447756735.646346
(7137, 2062),3485,1447756735.935794
(6315, 2616),3484,1447756736.257315
(2616, 2062),3483,1447756736.574600
(6318, 25),3482,1447756736.863247
(6318, 6252),3481,1447756737.160293
(6327, 2970),3480,1447756737.474233
(6327, 5546),3479,1447756737.757589
(6328, 5546),3478,1447756738.042407
(5546, 2970),3477,1447756738.341500
(6334, 1707),3476,1447756738.640045
(1637, 6334),3475,1447756738.949241
(6336, 2008),3474,1447756739.262748
(556, 2008),3473,1447756739.559391
(2008, 1662),3472,1447756739.885370
(6336, 1662),3471,1447756740.198914
(556, 6336),3470,1447756740.514326
(6342, 1669),3469,1447756740.815181
(1669, 205),3468,1447756741.130972
(6353, 4591),3467,1447756741.424001
(4591, 3245),3466,1447756741.725799
(6354, 3735),3465,1447756742.048536
(3735, 2022),3464,1447756742.364754
(6365, 5501),3463,1447756742.677053
(3933, 6365),3462,1447756742.987168
(6370, 991),3461,1447756743.294751
(991, 109),3460,1447756743.572078
(6373, 1978),3459,1447756743.891299
(1978, 917),3458,1447756744.189341
(6379, 1727),3457,1447756744.488435
(1416, 6379),3456,1447756744.784744
(6380, 6326),3455,1447756745.075961
(6326, 924),3454,1447756745.367677
(6383, 1624),3453,1447756745.666890
(1624, 1419),3452,1447756745.964228
(6389, 4639),3451,1447756746.271903
(4639, 1446),3450,1447756746.551078
(6395, 4996),3449,1447756746.832221
(4996, 4864),3448,1447756747.147564
(6396, 4989),3447,1447756747.444701
(4632, 6396),3446,1447756747.735161
(6397, 5611),3445,1447756748.036713
(5611, 5610),3444,1447756748.344689
(6401, 5495),3443,1447756748.718642
(5495, 787),3442,1447756749.016266
(6402, 6625),3441,1447756749.344897
(6402, 715),3440,1447756749.635218
(6406, 3008),3439,1447756749.951007
(6406, 6196),3438,1447756750.248073
(6419, 833),3437,1447756750.546663
(6419, 3477),3436,1447756750.835684
(6420, 180),3435,1447756751.151512
(180, 178),3434,1447756751.480107
(6421, 3982),3433,1447756751.775211
(3982, 1773),3432,1447756752.064884
(6426, 3271),3431,1447756752.355747
(2996, 6426),3430,1447756752.667127
(6429, 2709),3429,1447756752.955218
(2709, 121),3428,1447756753.253729
(6434, 1476),3427,1447756753.552670
(1476, 82),3426,1447756753.852214
(6438, 4145),3425,1447756754.158410
(4145, 447),3424,1447756754.465531
(6439, 5554),3423,1447756754.756696
(5554, 4880),3422,1447756755.072412
(6440, 3307),3421,1447756755.401115
(1600, 6440),3420,1447756755.694424
(6446, 3833),3419,1447756755.981172
(2604, 6446),3418,1447756756.283964
(6447, 6489),3417,1447756756.587396
(6447, 1559),3416,1447756756.892692
(6448, 6795),3415,1447756757.194284
(96, 6795),3414,1447756757.475613
(6449, 5975),3413,1447756757.774023
(5975, 3517),3412,1447756758.072333
(6460, 2566),3411,1447756758.373929
(2468, 6460),3410,1447756758.700123
(6478, 6477),3409,1447756758.993273
(6477, 183),3408,1447756759.313315
(6479, 6332),3407,1447756759.665623
(2207, 6479),3406,1447756759.973244
(6486, 5206),3405,1447756760.291167
(193, 6486),3404,1447756760.607858
(6487, 6330),3403,1447756760.932037
(6330, 1626),3402,1447756761.229711
(6496, 5534),3401,1447756761.517301
(1660, 6496),3400,1447756761.851778
(6503, 6502),3399,1447756762.142222
(874, 6503),3398,1447756762.429474
(6521, 4811),3397,1447756762.729153
(4811, 4538),3396,1447756763.036387
(6524, 1324),3395,1447756763.332919
(1324, 134),3394,1447756763.622272
(6537, 6422),3393,1447756763.921396
(6422, 4751),3392,1447756764.213189
(6539, 3941),3391,1447756764.513977
(6539, 1251),3390,1447756764.839332
(6541, 1293),3389,1447756765.152747
(1255, 6541),3388,1447756765.483778
(6566, 6295),3387,1447756765.792649
(6295, 950),3386,1447756766.093689
(6567, 4878),3385,1447756766.386080
(4878, 188),3384,1447756766.701377
(6572, 6055),3383,1447756767.009010
(6055, 191),3382,1447756767.316848
(6580, 3369),3381,1447756767.614611
(2209, 6580),3380,1447756767.911128
(6583, 6532),3379,1447756768.211788
(6532, 666),3378,1447756768.526039
(6596, 2953),3377,1447756768.836778
(2953, 1047),3376,1447756769.131075
(6604, 5170),3375,1447756769.440449
(5170, 4785),3374,1447756769.746260
(6606, 6093),3373,1447756770.097164
(4734, 6606),3372,1447756770.394838
(6609, 5175),3371,1447756770.681915
(4516, 6609),3370,1447756770.983767
(6616, 6099),3369,1447756771.264152
(6099, 703),3368,1447756771.585091
(6620, 4413),3367,1447756771.870726
(4413, 3076),3366,1447756772.180286
(6624, 6104),3365,1447756772.493132
(5613, 6624),3364,1447756772.790864
(6627, 3158),3363,1447756773.087720
(3157, 3158),3362,1447756773.373417
(6628, 3626),3361,1447756773.665820
(3626, 3208),3360,1447756773.964768
(6644, 1789),3359,1447756774.281952
(1789, 1628),3358,1447756774.574797
(6647, 3237),3357,1447756774.881581
(3237, 2791),3356,1447756775.180000
(6652, 3936),3355,1447756775.484967
(2251, 6652),3354,1447756775.793464
(6654, 3011),3353,1447756776.109457
(3011, 169),3352,1447756776.400672
(6659, 6338),3351,1447756776.707434
(2613, 6659),3350,1447756777.018568
(6667, 4577),3349,1447756777.329048
(4577, 4200),3348,1447756777.643312
(6669, 6668),3347,1447756777.941362
(6668, 3212),3346,1447756778.253375
(6671, 3699),3345,1447756778.545093
(3699, 3697),3344,1447756778.839053
(6674, 5559),3343,1447756779.154457
(5559, 4132),3342,1447756779.460713
(6679, 5395),3341,1447756779.745840
(2569, 6679),3340,1447756780.041351
(6693, 3980),3339,1447756780.359306
(93, 6693),3338,1447756780.656713
(6694, 3477),3337,1447756780.958664
(3477, 833),3336,1447756781.261152
(6698, 3121),3335,1447756781.566257
(3121, 1731),3334,1447756781.863399
(6700, 5843),3333,1447756782.159483
(2014, 6700),3332,1447756782.454352
(6701, 5990),3331,1447756782.773342
(5990, 387),3330,1447756783.066457
(6704, 3981),3329,1447756783.385040
(3981, 835),3328,1447756783.691067
(6706, 4605),3327,1447756783.992063
(4605, 840),3326,1447756784.303883
(6721, 6720),3325,1447756784.602129
(6720, 1932),3324,1447756784.895284
(6723, 2977),3323,1447756785.209801
(2861, 6723),3322,1447756785.508573
(6726, 2349),3321,1447756785.817619
(2349, 430),3320,1447756786.115857
(6727, 6725),3319,1447756786.421143
(6725, 6718),3318,1447756786.709700
(6728, 1942),3317,1447756786.990213
(1942, 1427),3316,1447756787.295327
(6730, 6276),3315,1447756787.575038
(6276, 316),3314,1447756787.871979
(6732, 6664),3313,1447756788.182327
(5936, 6664),3312,1447756788.495797
(6664, 610),3311,1447756788.801402
(6732, 5936),3310,1447756789.125737
(5936, 610),3309,1447756789.446306
(6734, 5834),3308,1447756789.751164
(5834, 5165),3307,1447756790.056375
(6739, 6605),3306,1447756790.357056
(6605, 1763),3305,1447756790.661428
(6743, 6737),3304,1447756790.958328
(6737, 3368),3303,1447756791.275793
(6749, 958),3302,1447756791.601124
(958, 899),3301,1447756791.923579
(6751, 6692),3300,1447756792.220638
(6692, 902),3299,1447756792.525679
(6692, 4799),3298,1447756792.826623
(6751, 4799),3297,1447756793.133943
(4799, 902),3296,1447756793.429808
(6753, 6499),3295,1447756793.736024
(6499, 907),3294,1447756794.026799
(6754, 5120),3293,1447756794.316619
(5120, 410),3292,1447756794.616437
(6763, 2379),3291,1447756794.946270
(2379, 1973),3290,1447756795.232268
(6764, 4520),3289,1447756795.528606
(4520, 632),3288,1447756795.816869
(6765, 1393),3287,1447756796.123316
(273, 6765),3286,1447756796.420475
(6768, 5957),3285,1447756796.729718
(2311, 6768),3284,1447756797.027098
(6768, 3261),3283,1447756797.334167
(5957, 3261),3282,1447756797.631957
(3261, 2311),3281,1447756797.937895
(6769, 2691),3280,1447756798.241407
(2691, 1257),3279,1447756798.539715
(6771, 6060),3278,1447756798.873072
(6060, 1298),3277,1447756799.158076
(6774, 2606),3276,1447756799.453562
(2606, 2044),3275,1447756799.769243
(6775, 2679),3274,1447756800.067036
(118, 6775),3273,1447756800.374807
(6775, 928),3272,1447756800.680555
(2679, 928),3271,1447756801.043583
(928, 118),3270,1447756801.356583
(6776, 6724),3269,1447756801.661723
(2974, 6776),3268,1447756801.960834
(6778, 2457),3267,1447756802.294839
(2457, 1395),3266,1447756802.616616
(6782, 3923),3265,1447756802.925113
(3923, 816),3264,1447756803.206459
(6789, 6512),3263,1447756803.512558
(6511, 6789),3262,1447756803.805076
(6792, 5977),3261,1447756804.115357
(660, 6792),3260,1447756804.420720
(6802, 2591),3259,1447756804.713388
(2591, 616),3258,1447756805.023766
(6804, 5058),3257,1447756805.318802
(5058, 1129),3256,1447756805.614603
(6808, 6809),3255,1447756805.915065
(6808, 4053),3254,1447756806.213880
(6810, 5988),3253,1447756806.500965
(4052, 6810),3252,1447756806.790668
(6811, 5285),3251,1447756807.109878
(5285, 4519),3250,1447756807.420194
(6813, 6242),3249,1447756807.722608
(42, 6813),3248,1447756808.025076
(6817, 6586),3247,1447756808.322795
(6586, 3733),3246,1447756808.627482
(6819, 4108),3245,1447756808.926793
(4108, 2508),3244,1447756809.227060
(6824, 6702),3243,1447756809.533024
(5698, 6824),3242,1447756809.817027
(6827, 6598),3241,1447756810.110602
(6598, 5180),3240,1447756810.410662
(6598, 5349),3239,1447756810.710866
(6827, 5349),3238,1447756811.007827
(5349, 5180),3237,1447756811.297733
(6833, 6249),3236,1447756811.593489
(6249, 457),3235,1447756811.898390
(6846, 6783),3234,1447756812.188670
(2094, 6846),3233,1447756812.495012
(6846, 2403),3232,1447756812.767744
(2403, 6783),3231,1447756813.079271
(2403, 2094),3230,1447756813.372093
(6851, 5790),3229,1447756813.647128
(5192, 5790),3228,1447756813.959944
(5790, 2007),3227,1447756814.256609
(5192, 6851),3226,1447756814.541248
(5192, 2007),3225,1447756814.843182
(6867, 6683),3224,1447756815.164508
(6683, 1834),3223,1447756815.456947
(6873, 3107),3222,1447756815.766028
(3107, 2748),3221,1447756816.067646
(6877, 3494),3220,1447756816.419662
(3494, 125),3219,1447756816.729260
(6881, 2868),3218,1447756817.037067
(2868, 2864),3217,1447756817.343903
(6882, 3496),3216,1447756817.639597
(3496, 583),3215,1447756817.929142
(6885, 6870),3214,1447756818.231623
(5099, 6885),3213,1447756818.524205
(6887, 6473),3212,1447756818.818262
(6473, 69),3211,1447756819.101722
(6889, 4496),3210,1447756819.391805
(4496, 70),3209,1447756819.682144
(6900, 4510),3208,1447756819.997412
(4510, 1145),3207,1447756820.317010
(6901, 1080),3206,1447756820.616204
(525, 6901),3205,1447756820.892569
(6909, 3941),3204,1447756821.198514
(3941, 1251),3203,1447756821.506628
(6913, 6992),3202,1447756821.818022
(6913, 2340),3201,1447756822.126437
(6917, 4399),3200,1447756822.416097
(2235, 6917),3199,1447756822.698292
(6917, 3259),3198,1447756823.011576
(4399, 3259),3197,1447756823.314749
(3259, 2235),3196,1447756823.601065
(6930, 6929),3195,1447756823.886415
(6929, 724),3194,1447756824.181602
(6938, 3041),3193,1447756824.499561
